time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,ue_file_id,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
244525,0,1,3400,-74.0,74.0,-364.0,4.7,12.0,0.5,74016.0,0.0,27.0,0.63,0.0,27552.0,10.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
244774,0,1,3400,-74.0,74.0,-360.0,6.4,12.0,0.5,129888.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
245023,0,1,3400,-74.0,74.0,-359.0,7.6,12.0,0.52,148832.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
245272,0,1,3400,-74.0,74.0,-361.0,8.1,11.0,0.5,167392.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
245521,0,1,3400,-74.0,74.0,-366.0,3.8,11.0,0.5,37832.667969,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
245770,0,1,3400,-74.0,74.0,-364.0,5.1,11.0,0.5,77600.0,0.0,27.0,0.064,0.0,20608.0,5.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
246019,0,1,3400,-74.0,74.0,-364.0,6.2,11.0,0.5,120544.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
246268,0,1,3400,-74.0,74.0,-368.0,5.9,11.0,0.5,101386.453125,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
246517,0,1,3400,-74.0,74.0,-368.0,4.0,11.0,0.5,48608.0,0.0,27.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
246766,0,1,3400,-74.0,74.0,-364.0,6.7,11.0,0.5,126592.0,0.0,27.0,0.024,0.0,29952.0,10.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
247015,0,1,3400,-74.0,74.0,-361.0,7.8,11.0,0.5,139442.234375,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
247264,0,1,3400,-74.0,74.0,-359.0,7.7,11.0,0.5,161728.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
247513,0,1,3400,-74.0,74.0,-364.0,7.8,11.0,0.51,154624.0,0.0,27.0,0.38,0.0,20864.0,6.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
247762,0,1,3400,-75.0,75.0,-368.0,9.2,11.0,0.65,136605.578125,0.8,27.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
248011,0,1,3400,-75.0,75.0,-369.0,7.1,10.0,0.61,121120.0,2.0,27.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
248260,0,1,3400,-75.0,75.0,-368.0,19.0,10.0,2.7,44576.0,64.0,27.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
248509,0,1,3400,-75.0,75.0,-362.0,8.9,9.9,0.86,88254.976562,16.0,27.0,0.97,0.0,32605.578125,22.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
248758,0,1,3400,-76.0,76.0,-361.0,8.2,9.8,0.74,133376.0,7.0,27.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
249007,0,1,3400,-76.0,76.0,-362.0,7.9,9.5,0.51,178688.0,0.0,27.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
249256,0,1,3400,-76.0,76.0,-360.0,8.6,9.4,0.7,147505.96875,5.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
249505,0,1,3400,-76.0,76.0,-367.0,16.0,9.6,2.0,82496.0,44.0,27.0,1.3,581.0,6688.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
249754,0,1,3400,-76.0,76.0,-368.0,6.3,9.6,0.51,102816.0,0.8,27.0,2.0,0.0,37856.0,24.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
250003,0,1,3400,-76.0,76.0,-367.0,7.1,9.6,0.51,140494.03125,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
250252,0,1,3400,-76.0,76.0,-366.0,5.8,9.7,0.5,106080.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
250501,0,1,3400,-76.0,76.0,-362.0,3.8,9.7,0.5,57784.859375,0.0,27.0,3.3,0.0,41019.921875,25.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
250750,0,1,3400,-76.0,76.0,-367.0,7.2,9.8,0.5,152669.328125,0.0,27.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
250999,0,1,3400,-76.0,76.0,-364.0,7.9,9.8,0.5,166816.0,0.0,27.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
251248,0,1,3400,-76.0,76.0,-363.0,8.1,10.0,0.52,165920.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
251497,0,1,3400,-75.0,75.0,-361.0,10.0,10.0,0.58,235808.0,0.0,27.0,2.0,0.0,25984.0,11.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
251746,0,1,3400,-75.0,75.0,-364.0,13.0,11.0,1.3,292640.0,16.0,27.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
251995,0,1,3400,-75.0,75.0,-362.0,11.0,11.0,0.58,328414.34375,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
252244,0,1,3400,-75.0,75.0,-363.0,11.0,11.0,0.59,350304.0,0.0,27.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
252493,0,1,3400,-75.0,75.0,-363.0,12.0,10.0,1.0,349344.0,7.0,27.0,3.6,0.0,39488.0,30.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
252742,0,1,3400,-75.0,75.0,-363.0,9.1,11.0,0.53,277354.59375,0.0,27.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
252991,0,1,3400,-75.0,75.0,-366.0,9.9,11.0,0.53,293536.0,0.0,27.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
253240,0,1,3400,-75.0,75.0,-364.0,11.0,11.0,0.53,312864.0,0.0,27.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
253489,0,1,3400,-75.0,75.0,-364.0,7.3,10.0,0.56,207171.3125,0.0,27.0,7.0,0.0,34964.144531,14.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
253738,0,1,3400,-75.0,75.0,-363.0,9.6,11.0,0.57,303392.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
253987,0,1,3400,-75.0,75.0,-368.0,10.0,11.0,0.58,300800.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
254236,0,1,3400,-75.0,75.0,-369.0,12.0,11.0,0.76,290741.03125,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
254485,0,1,3400,-75.0,75.0,-366.0,11.0,11.0,1.4,152832.0,26.0,27.0,4.1,0.0,32928.0,4.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
254734,0,1,3400,-75.0,75.0,-367.0,9.9,11.0,0.76,211008.0,7.0,27.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
254983,0,1,3400,-75.0,75.0,-363.0,11.0,11.0,0.56,300940.25,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
255232,0,1,3400,-75.0,75.0,-363.0,9.4,11.0,0.51,283552.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
255481,0,1,3400,-74.0,74.0,-367.0,9.2,11.0,0.55,238055.78125,0.0,27.0,0.7,0.0,27888.445312,11.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
255730,0,1,3400,-74.0,74.0,-365.0,7.9,11.0,0.52,234336.0,0.0,27.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
255979,0,1,3400,-74.0,74.0,-367.0,6.8,11.0,0.5,131936.0,0.0,27.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
256228,0,1,3400,-74.0,74.0,-364.0,10.0,12.0,0.51,277099.59375,0.0,27.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
256477,0,1,3400,-74.0,74.0,-362.0,9.6,12.0,0.52,255712.0,0.0,27.0,0.14,0.0,31584.0,3.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
256726,0,1,3400,-73.0,73.0,-362.0,15.0,12.0,2.2,109248.0,49.0,27.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
256975,0,1,3400,-73.0,73.0,-364.0,9.8,12.0,0.52,347474.09375,0.0,27.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
257224,0,1,3400,-73.0,73.0,-363.0,10.0,12.0,0.52,375362.5625,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
257473,0,1,3400,-74.0,74.0,-365.0,10.0,12.0,0.51,287872.0,0.0,27.0,1.6,0.0,21312.0,21.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
257722,0,1,3400,-74.0,74.0,-362.0,6.5,12.0,0.5,100384.0,0.0,27.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
257971,0,1,3400,-74.0,74.0,-366.0,11.0,12.0,0.51,193856.0,0.0,27.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
258220,0,1,3400,-74.0,74.0,-363.0,12.0,12.0,0.61,216832.0,0.0,27.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
258469,0,1,3400,-74.0,74.0,-359.0,8.1,11.0,0.54,105912.351562,0.0,27.0,6.5,0.0,32956.175781,29.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
258718,0,1,3400,-74.0,74.0,-362.0,10.0,12.0,0.56,192192.0,0.0,27.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
258967,0,1,3400,-74.0,74.0,-363.0,8.4,12.0,0.56,154624.0,0.0,27.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
259216,0,1,3400,-74.0,74.0,-364.0,5.6,12.0,0.5,21992.03125,0.0,27.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
259465,0,1,3400,-74.0,74.0,-364.0,4.2,12.0,0.5,51072.0,0.0,27.0,8.7,0.0,36928.0,15.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
259714,0,1,3400,-73.0,73.0,-362.0,10.0,12.0,0.52,200608.0,0.6,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
259963,0,1,3400,-73.0,73.0,-363.0,8.7,13.0,0.54,131314.734375,0.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
260212,0,1,3400,-73.0,73.0,-366.0,7.2,13.0,0.5,114880.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
260461,0,1,3400,-73.0,73.0,-369.0,7.7,13.0,0.55,144608.0,0.6,27.0,4.8,0.0,30016.0,3.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
260710,0,1,3400,-72.0,72.0,-362.0,8.2,13.0,0.5,165545.8125,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
260959,0,1,3400,-72.0,72.0,-364.0,7.5,14.0,0.5,127744.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
261208,0,1,3400,-72.0,72.0,-367.0,7.8,13.0,0.5,159330.671875,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
261457,0,1,3400,-73.0,73.0,-364.0,14.0,13.0,0.88,296096.0,0.6,27.0,0.016,0.0,35680.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
261706,0,1,3400,-73.0,73.0,-362.0,8.1,13.0,1.1,82336.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
261955,0,1,3400,-73.0,73.0,-363.0,5.2,13.0,0.5,75250.992188,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
262204,0,1,3400,-73.0,73.0,-362.0,7.8,13.0,0.5,162144.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
262453,0,1,3400,-73.0,73.0,-363.0,9.7,13.0,0.88,186880.0,4.0,27.0,0.0,0.0,29120.0,3.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
262702,0,1,3400,-73.0,73.0,-365.0,9.0,13.0,0.62,188685.265625,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
262951,0,1,3400,-73.0,73.0,-361.0,7.9,13.0,0.5,195168.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
263200,0,1,3400,-73.0,73.0,-364.0,5.1,13.0,0.5,111104.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
263449,0,1,3400,-73.0,73.0,-363.0,7.6,13.0,0.64,227314.734375,1.0,27.0,0.0,0.0,29227.091797,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
263698,0,1,3400,-73.0,73.0,-364.0,4.2,13.0,0.5,74868.523438,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
263947,0,1,3400,-73.0,73.0,-364.0,3.9,13.0,0.5,45526.105469,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
264196,0,1,3400,-73.0,73.0,-365.0,7.1,13.0,0.5,72733.070312,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
264445,0,1,3400,-74.0,74.0,-365.0,7.4,12.0,0.5,106581.671875,0.0,27.0,0.036,0.0,26517.927734,16.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
264694,0,1,3400,-73.0,73.0,-366.0,6.9,13.0,0.5,139059.765625,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
264943,0,1,3400,-73.0,73.0,-364.0,7.9,13.0,0.5,153152.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
265192,0,1,3400,-73.0,73.0,-360.0,8.0,13.0,0.5,144704.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
265441,0,1,3400,-73.0,73.0,-361.0,7.7,13.0,0.5,166688.0,0.0,27.0,1.3,0.0,31936.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
