time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,ue_file_id,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
95617,0,1,3400,-65.0,65.0,-200.0,18.0,19.0,0.61,15394.421875,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
95866,0,1,3400,-65.0,65.0,-194.0,14.0,19.0,0.61,5386.454102,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
96115,0,1,3400,-66.0,66.0,-193.0,12.0,19.0,0.5,5312.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
96364,0,1,3400,-66.0,66.0,-198.0,13.0,18.0,0.5,0.0,0.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
96613,0,1,3400,-66.0,66.0,-199.0,11.0,18.0,0.5,21600.0,0.0,27.0,0.0,102.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
96862,0,1,3400,-66.0,66.0,-197.0,11.0,18.0,0.5,0.0,0.0,27.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
97111,0,1,3400,-67.0,67.0,-198.0,11.0,17.0,0.5,10517.928711,0.0,27.0,0.0,245.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
97360,0,1,3400,-67.0,67.0,-195.0,13.0,17.0,0.72,10560.0,0.0,27.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
97609,0,1,3400,-67.0,67.0,-192.0,11.0,17.0,0.52,5408.0,0.0,27.0,0.0,203.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
97858,0,1,3400,-67.0,67.0,-195.0,15.0,17.0,0.5,26528.0,0.0,27.0,0.0,186.0,2400.0,52.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
98107,0,1,3400,-67.0,67.0,-194.0,11.0,16.0,0.5,5440.0,0.0,27.0,0.0,144.0,0.0,90.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
98356,0,1,3400,-67.0,67.0,-195.0,16.0,17.0,0.82,30948.207031,0.0,27.0,0.0,102.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
98605,0,1,3400,-67.0,67.0,-194.0,18.0,17.0,0.99,15456.0,0.0,27.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
98854,0,1,3400,-67.0,67.0,-197.0,18.0,17.0,0.88,5152.0,0.0,27.0,0.0,60.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
99103,0,1,3400,-67.0,67.0,-203.0,15.0,17.0,0.77,10900.398438,0.0,27.0,0.0,203.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
99352,0,1,3400,-68.0,68.0,-196.0,15.0,16.0,0.66,15712.0,0.0,27.0,0.0,161.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
99601,0,1,3400,-68.0,68.0,-195.0,12.0,16.0,0.62,20768.0,0.0,27.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
99850,0,1,3400,-68.0,68.0,-192.0,14.0,16.0,0.75,0.0,0.0,27.0,0.0,119.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
100099,0,1,3400,-68.0,68.0,-195.0,15.0,15.0,0.78,10304.0,0.0,27.0,0.0,262.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
100348,0,1,3400,-68.0,68.0,-192.0,14.0,15.0,1.1,36416.0,0.0,27.0,0.0,220.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
100597,0,1,3400,-68.0,68.0,-192.0,18.0,15.0,0.99,5152.0,0.0,27.0,0.0,178.0,0.0,75.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
100846,0,1,3400,-68.0,68.0,-195.0,16.0,16.0,1.2,5312.0,33.0,27.0,0.0,178.0,0.0,100.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
101095,0,1,3400,-68.0,68.0,-199.0,15.0,16.0,0.78,5131.474121,0.0,27.0,0.0,321.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
101344,0,1,3400,-69.0,69.0,-199.0,16.0,15.0,0.81,10528.0,0.0,27.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
101593,0,1,3400,-69.0,69.0,-197.0,17.0,15.0,1.4,20608.0,20.0,27.0,0.0,279.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
101842,0,1,3400,-69.0,69.0,-198.0,18.0,15.0,1.1,15456.0,0.0,27.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
102091,0,1,3400,-69.0,69.0,-194.0,16.0,15.0,1.1,10464.0,0.0,27.0,0.0,0.0,6496.0,78.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
102340,0,1,3400,-70.0,70.0,-194.0,4.6,15.0,0.64,13418.327148,0.0,27.0,0.0,0.0,1561.75293,91.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
102589,0,1,3400,-70.0,70.0,-194.0,1.6,14.0,0.5,30688.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
102838,0,1,3400,-70.0,70.0,-193.0,6.7,14.0,0.5,16931.726562,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
103087,0,1,3400,-70.0,70.0,-199.0,6.4,14.0,0.5,22432.0,0.0,27.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
103336,0,1,3400,-70.0,70.0,-196.0,6.5,14.0,0.5,5504.0,0.0,27.0,0.0,0.0,4640.0,44.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
103585,0,1,3400,-70.0,70.0,-196.0,5.9,13.0,0.5,16669.322266,0.0,27.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
103834,0,1,3400,-70.0,70.0,-196.0,6.5,14.0,0.5,22432.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
104083,0,1,3400,-70.0,70.0,-199.0,6.0,14.0,0.5,2144.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
104332,0,1,3400,-70.0,70.0,-198.0,6.4,14.0,0.5,20192.0,0.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
104581,0,1,3400,-70.0,70.0,-197.0,6.6,14.0,0.5,5600.0,0.0,27.0,0.0,60.0,0.0,78.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
104830,0,1,3400,-70.0,70.0,-199.0,6.3,13.0,0.72,18944.0,8.0,27.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
105079,0,1,3400,-70.0,70.0,-194.0,7.0,14.0,0.5,31011.953125,0.0,27.0,0.0,203.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
105328,0,1,3400,-70.0,70.0,-195.0,6.8,14.0,0.5,21920.0,0.0,27.0,0.0,0.0,9056.0,55.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
105577,0,1,3400,-70.0,70.0,-197.0,6.1,14.0,0.5,5504.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
105826,0,1,3400,-70.0,70.0,-195.0,6.3,14.0,0.5,21960.160156,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
106075,0,1,3400,-70.0,70.0,-192.0,6.3,14.0,0.5,16864.0,0.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
106324,0,1,3400,-70.0,70.0,-195.0,6.5,13.0,0.5,5577.689453,0.0,27.0,0.0,102.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
106573,0,1,3400,-70.0,70.0,-194.0,6.5,14.0,0.5,5600.0,0.0,27.0,0.0,60.0,0.0,75.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
106822,0,1,3400,-70.0,70.0,-196.0,7.1,14.0,0.5,16352.0,0.0,27.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
107071,0,1,3400,-70.0,70.0,-194.0,5.7,14.0,0.5,11200.0,0.0,27.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
107320,0,1,3400,-70.0,70.0,-197.0,5.0,14.0,0.5,16768.0,0.0,27.0,0.0,203.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
107569,0,1,3400,-70.0,70.0,-196.0,5.3,14.0,0.5,11091.633789,0.0,27.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
107818,0,1,3400,-70.0,70.0,-197.0,8.0,13.0,0.58,26464.0,0.0,27.0,0.0,0.0,6208.0,74.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
108067,0,1,3400,-70.0,70.0,-199.0,11.0,14.0,0.75,11712.0,0.0,27.0,0.0,0.0,6848.0,57.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
108316,0,1,3400,-70.0,70.0,-201.0,12.0,14.0,0.99,5152.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
108565,0,1,3400,-70.0,70.0,-201.0,8.7,14.0,0.65,5408.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
108814,0,1,3400,-70.0,70.0,-195.0,11.0,14.0,0.5,10784.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
109063,0,1,3400,-70.0,70.0,-200.0,15.0,14.0,1.1,20780.876953,0.0,27.0,0.0,0.0,8031.872559,74.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
109312,0,1,3400,-70.0,70.0,-198.0,6.9,14.0,0.61,28144.578125,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
109561,0,1,3400,-70.0,70.0,-197.0,5.6,14.0,0.5,22272.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
109810,0,1,3400,-70.0,70.0,-196.0,5.2,14.0,0.5,5600.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
110059,0,1,3400,-70.0,70.0,-196.0,6.8,14.0,0.5,16544.0,0.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
110308,0,1,3400,-71.0,71.0,-200.0,8.8,14.0,1.1,5577.689453,25.0,27.0,0.0,102.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
110557,0,1,3400,-71.0,71.0,-196.0,8.6,13.0,0.81,5600.0,0.0,27.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
110806,0,1,3400,-71.0,71.0,-197.0,6.7,13.0,0.5,16672.0,0.0,27.0,0.0,245.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
111055,0,1,3400,-71.0,71.0,-196.0,5.4,13.0,0.5,23552.0,0.0,27.0,0.0,203.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
111304,0,1,3400,-71.0,71.0,-196.0,5.6,13.0,0.5,4128.0,0.0,27.0,0.0,0.0,1568.0,69.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
111553,0,1,3400,-71.0,71.0,-198.0,12.0,13.0,1.5,7330.677246,33.0,27.0,0.0,0.0,892.0,83.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
111802,0,1,3400,-71.0,71.0,-194.0,19.0,12.0,2.5,5440.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
112051,0,1,3400,-71.0,71.0,-198.0,22.0,13.0,2.7,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
112300,0,1,3400,-71.0,71.0,-196.0,21.0,13.0,2.6,10549.800781,25.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
112549,0,1,3400,-71.0,71.0,-193.0,9.2,13.0,0.75,6048.0,33.0,27.0,0.0,102.0,0.0,75.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
112798,0,1,3400,-70.0,70.0,-195.0,14.0,14.0,2.4,10304.0,33.0,27.0,0.0,287.0,0.0,100.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
113047,0,1,3400,-70.0,70.0,-197.0,18.0,14.0,2.7,12015.936523,25.0,27.0,0.0,0.0,4685.258789,72.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
113296,0,1,3400,-70.0,70.0,-196.0,19.0,13.0,2.6,17216.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
113545,0,1,3400,-70.0,70.0,-198.0,17.0,13.0,1.9,29280.0,36.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
113794,0,1,3400,-70.0,70.0,-198.0,15.0,13.0,1.3,15456.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
114043,0,1,3400,-70.0,70.0,-198.0,18.0,14.0,1.6,5152.0,0.0,27.0,0.0,0.0,5152.0,52.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
114292,0,1,3400,-70.0,70.0,-194.0,17.0,14.0,2.0,574.0,67.0,27.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
114541,0,1,3400,-70.0,70.0,-197.0,15.0,14.0,1.4,10304.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
114790,0,1,3400,-70.0,70.0,-196.0,18.0,14.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
115039,0,1,3400,-70.0,70.0,-192.0,15.0,14.0,1.1,6560.0,8.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
115288,0,1,3400,-70.0,70.0,-200.0,5.2,14.0,0.59,18152.611328,0.0,27.0,0.0,0.0,9445.783203,31.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
115537,0,1,3400,-70.0,70.0,-195.0,13.0,14.0,0.77,10517.928711,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
115786,0,1,3400,-70.0,70.0,-195.0,11.0,14.0,0.5,10816.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
116035,0,1,3400,-70.0,70.0,-197.0,8.9,14.0,0.67,21600.0,0.0,27.0,0.0,0.0,3616.0,65.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
116284,0,1,3400,-70.0,70.0,-194.0,11.0,14.0,0.55,26720.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
116533,0,1,3400,-70.0,70.0,-195.0,14.0,13.0,0.75,5376.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
